city,customer_type,gender,product_line,unit_price,quantity,tax_5%,total_price,date,payment_method,cost_of_goods_sold,gross_income,rating
Mandalay,Member,Female,Fashion accessories,29.56,5,7.39,155.19,2/13/2019,Cash,147.8,7.39,6.9
Mandalay,Member,Female,Food and beverages,77.4,9,34.83,731.43,2/15/2019,Credit card,696.6,34.83,4.5
Mandalay,Normal,Male,Electronic accessories,79.39,10,39.695,833.595,2/7/2019,Cash,793.9,39.695,6.2
Naypyitaw,Member,Female,Electronic accessories,46.57,10,23.285,488.985,1/27/2019,Cash,465.7,23.285,7.6
Naypyitaw,Normal,Male,Food and beverages,35.89,1,1.7945,37.6845,2/23/2019,Credit card,35.89,1.7945,7.9
Naypyitaw,Normal,Male,Food and beverages,40.52,5,10.13,212.73,2/3/2019,Cash,202.6,10.13,4.5
Mandalay,Member,Female,Food and beverages,73.05,10,36.525,767.025,3/3/2019,Credit card,730.5,36.525,8.7
Naypyitaw,Normal,Female,Sports and travel,73.95,4,14.79,310.59,2/3/2019,Cash,295.8,14.79,6.1
Naypyitaw,Member,Female,Food and beverages,22.62,1,1.131,23.750999999999998,3/17/2019,Cash,22.62,1.131,6.4
Yangon,Member,Male,Food and beverages,51.34,5,12.835,269.535,3/28/2019,Credit card,256.7,12.835,9.1
Naypyitaw,Member,Female,Sports and travel,54.55,10,27.275,572.775,3/2/2019,Credit card,545.5,27.275,7.1
Naypyitaw,Member,Female,Health and beauty,37.15,7,13.0025,273.0525,2/8/2019,Credit card,260.05,13.0025,7.7
Mandalay,Normal,Male,Sports and travel,37.02,6,11.106,233.226,3/22/2019,Cash,222.12,11.106,4.5
Naypyitaw,Normal,Male,Food and beverages,21.58,1,1.079,22.659000000000002,2/9/2019,Ewallet,21.58,1.079,7.2
Naypyitaw,Member,Female,Electronic accessories,98.84,1,4.942,103.78200000000001,2/15/2019,Cash,98.84,4.942,8.4
Naypyitaw,Member,Female,Home and lifestyle,83.77,6,25.131,527.751,1/23/2019,Ewallet,502.62,25.131,5.4
Yangon,Member,Female,Sports and travel,40.05,4,8.01,168.21,1/25/2019,Cash,160.2,8.01,9.7
Yangon,Member,Male,Fashion accessories,43.13,10,21.565,452.865,2/2/2019,Credit card,431.3,21.565,5.5
Mandalay,Member,Male,Health and beauty,72.57,8,29.028000000000002,609.5880000000001,3/30/2019,Cash,580.56,29.028000000000002,4.6
Yangon,Member,Female,Electronic accessories,64.44,5,16.11,338.31,3/30/2019,Cash,322.2,16.11,6.6
Yangon,Normal,Male,Health and beauty,65.18,3,9.777000000000001,205.317,2/25/2019,Credit card,195.54,9.777000000000001,6.3
Yangon,Normal,Female,Sports and travel,33.26,5,8.315,174.615,3/18/2019,Credit card,166.3,8.315,4.2
Naypyitaw,Normal,Male,Electronic accessories,84.07,4,16.814,353.094,3/7/2019,Ewallet,336.28,16.814,4.4
Mandalay,Normal,Male,Sports and travel,34.37,10,17.185,360.885,3/16/2019,Ewallet,343.7,17.185,6.7
Yangon,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,1/29/2019,Ewallet,38.6,1.93,6.7
Naypyitaw,Normal,Male,Food and beverages,65.97,8,26.388,554.148,2/2/2019,Cash,527.76,26.388,8.4
Naypyitaw,Normal,Female,Electronic accessories,32.8,10,16.4,344.4,2/15/2019,Cash,328.0,16.4,6.2
Yangon,Normal,Male,Sports and travel,37.14,5,9.285,194.985,1/8/2019,Ewallet,185.7,9.285,5.0
Mandalay,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,2/12/2019,Cash,603.8,30.19,6.0
Naypyitaw,Member,Female,Sports and travel,36.98,10,18.49,388.29,1/1/2019,Credit card,369.8,18.49,7.0
Mandalay,Member,Female,Sports and travel,49.49,4,9.898,207.858,3/21/2019,Ewallet,197.96,9.898,6.6
Mandalay,Normal,Female,Fashion accessories,41.09,10,20.545,431.445,2/28/2019,Cash,410.9,20.545,7.3
Yangon,Normal,Male,Fashion accessories,37.15,4,7.43,156.03,3/23/2019,Ewallet,148.6,7.43,8.3
Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,1.148,24.108,1/30/2019,Cash,22.96,1.148,4.3
Mandalay,Member,Female,Home and lifestyle,77.68,9,34.955999999999996,734.076,2/4/2019,Ewallet,699.12,34.955999999999996,9.8
Mandalay,Normal,Female,Fashion accessories,34.7,2,3.47,72.87,3/13/2019,Ewallet,69.4,3.47,8.2
Yangon,Member,Female,Fashion accessories,19.66,10,9.83,206.43,3/15/2019,Credit card,196.6,9.83,7.2
Mandalay,Member,Female,Health and beauty,25.32,8,10.128,212.688,3/5/2019,Ewallet,202.56,10.128,8.7
Naypyitaw,Member,Female,Home and lifestyle,12.12,10,6.06,127.26,3/5/2019,Credit card,121.2,6.06,8.4
Mandalay,Normal,Male,Fashion accessories,99.89,2,9.988999999999999,209.769,2/26/2019,Ewallet,199.78,9.988999999999999,7.1
Mandalay,Normal,Male,Sports and travel,75.92,8,30.368000000000002,637.7280000000001,3/20/2019,Cash,607.36,30.368000000000002,5.5
Naypyitaw,Normal,Female,Electronic accessories,63.22,2,6.322,132.762,1/1/2019,Cash,126.44,6.322,8.5
Naypyitaw,Normal,Female,Food and beverages,90.24,6,27.072,568.512,1/27/2019,Cash,541.44,27.072,6.2
Mandalay,Member,Female,Sports and travel,98.13,1,4.9065,103.0365,1/21/2019,Cash,98.13,4.9065,8.9
Yangon,Member,Female,Sports and travel,51.52,8,20.608,432.76800000000003,2/2/2019,Cash,412.16,20.608,9.6
Mandalay,Member,Male,Sports and travel,73.97,1,3.6985,77.6685,2/3/2019,Credit card,73.97,3.6985,5.4
Naypyitaw,Member,Female,Fashion accessories,31.9,1,1.595,33.495,1/5/2019,Ewallet,31.9,1.595,9.1
Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,6.94,145.74,1/27/2019,Ewallet,138.8,6.94,9.0
Mandalay,Normal,Female,Sports and travel,93.31,2,9.331,195.951,3/25/2019,Cash,186.62,9.331,6.3
Mandalay,Normal,Male,Sports and travel,88.45,1,4.4225,92.8725,2/25/2019,Credit card,88.45,4.4225,9.5
Yangon,Member,Male,Electronic accessories,24.18,8,9.672,203.112,1/28/2019,Ewallet,193.44,9.672,9.8
Mandalay,Member,Female,Sports and travel,48.5,3,7.275,152.775,1/8/2019,Cash,145.5,7.275,6.7
Mandalay,Normal,Female,Food and beverages,84.05,6,25.215,529.515,1/29/2019,Credit card,504.3,25.215,7.7
Mandalay,Member,Male,Health and beauty,61.29,5,15.3225,321.7725,3/29/2019,Cash,306.45,15.3225,7.0
Naypyitaw,Member,Female,Home and lifestyle,15.95,6,4.785,100.485,2/9/2019,Credit card,95.7,4.785,5.1
Mandalay,Member,Female,Sports and travel,90.74,7,31.759,666.939,1/16/2019,Credit card,635.18,31.759,6.2
Yangon,Normal,Female,Home and lifestyle,42.91,5,10.7275,225.2775,1/5/2019,Ewallet,214.55,10.7275,6.1
Yangon,Normal,Female,Fashion accessories,54.28,7,18.998,398.958,1/27/2019,Ewallet,379.96,18.998,9.3
Yangon,Normal,Male,Electronic accessories,99.55,7,34.8425,731.6925,3/14/2019,Cash,696.85,34.8425,7.6
Naypyitaw,Member,Male,Sports and travel,58.39,7,20.4365,429.1665,2/23/2019,Credit card,408.73,20.4365,8.2
Naypyitaw,Member,Female,Fashion accessories,51.47,1,2.5735,54.0435,3/18/2019,Ewallet,51.47,2.5735,8.5
Mandalay,Member,Male,Health and beauty,54.86,5,13.715,288.015,3/29/2019,Ewallet,274.3,13.715,9.8
Naypyitaw,Member,Male,Home and lifestyle,39.39,5,9.8475,206.7975,1/22/2019,Credit card,196.95,9.8475,8.7
Yangon,Normal,Male,Home and lifestyle,34.73,2,3.4730000000000003,72.933,3/1/2019,Ewallet,69.46,3.4730000000000003,9.7
Naypyitaw,Member,Male,Sports and travel,71.92,5,17.98,377.58,1/17/2019,Credit card,359.6,17.98,4.3
Mandalay,Normal,Female,Electronic accessories,45.71,3,6.8565,143.9865,3/26/2019,Credit card,137.13,6.8565,7.7
Naypyitaw,Member,Female,Home and lifestyle,83.17,6,24.951,523.971,3/20/2019,Cash,499.02,24.951,7.3
Yangon,Member,Female,Home and lifestyle,37.44,6,11.232000000000001,235.872,2/6/2019,Credit card,224.64,11.232000000000001,5.9
Naypyitaw,Normal,Male,Health and beauty,62.87,2,6.287000000000001,132.02700000000002,1/1/2019,Cash,125.74,6.287000000000001,5.0
Yangon,Normal,Male,Food and beverages,81.71,6,24.513,514.773,1/27/2019,Credit card,490.26,24.513,8.0
Yangon,Member,Female,Sports and travel,91.41,5,22.8525,479.9025,2/25/2019,Ewallet,457.05,22.8525,7.1
Mandalay,Normal,Male,Fashion accessories,39.21,4,7.8420000000000005,164.68200000000002,1/16/2019,Credit card,156.84,7.8420000000000005,9.0
Mandalay,Member,Male,Fashion accessories,59.86,2,5.986000000000001,125.706,1/13/2019,Ewallet,119.72,5.986000000000001,6.7
Mandalay,Member,Female,Food and beverages,54.36,10,27.18,570.78,2/7/2019,Credit card,543.6,27.18,6.1
Yangon,Normal,Male,Sports and travel,98.09,9,44.1405,926.9505,2/17/2019,Cash,882.81,44.1405,9.3
Yangon,Normal,Male,Health and beauty,25.43,6,7.629,160.209,2/12/2019,Ewallet,152.58,7.629,7.0
Yangon,Member,Male,Fashion accessories,86.68,8,34.672,728.112,1/24/2019,Credit card,693.44,34.672,7.2
Mandalay,Normal,Male,Electronic accessories,22.95,10,11.475,240.975,2/6/2019,Ewallet,229.5,11.475,8.2
Naypyitaw,Normal,Female,Food and beverages,16.31,9,7.3395,154.1295,3/26/2019,Ewallet,146.79,7.3395,8.4
Yangon,Normal,Female,Home and lifestyle,28.32,5,7.08,148.68,3/11/2019,Ewallet,141.6,7.08,6.2
Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,5.8345,122.5245,2/7/2019,Ewallet,116.69,5.8345,7.4
Mandalay,Member,Female,Fashion accessories,73.96,1,3.698,77.658,1/5/2019,Credit card,73.96,3.698,5.0
Yangon,Normal,Male,Home and lifestyle,97.94,1,4.897,102.837,3/7/2019,Ewallet,97.94,4.897,6.9
Yangon,Normal,Female,Fashion accessories,73.05,4,14.61,306.81,2/25/2019,Credit card,292.2,14.61,4.9
Naypyitaw,Member,Female,Food and beverages,87.48,6,26.244,551.124,2/1/2019,Ewallet,524.88,26.244,5.1
Yangon,Normal,Male,Home and lifestyle,30.68,3,4.602,96.64200000000001,1/22/2019,Ewallet,92.04,4.602,9.1
Naypyitaw,Member,Male,Health and beauty,75.88,1,3.7939999999999996,79.67399999999999,1/3/2019,Credit card,75.88,3.7939999999999996,7.1
Mandalay,Member,Female,Sports and travel,20.18,4,4.0360000000000005,84.756,2/13/2019,Credit card,80.72,4.0360000000000005,5.0
Naypyitaw,Member,Male,Electronic accessories,18.77,6,5.631,118.251,1/28/2019,Credit card,112.62,5.631,5.5
Mandalay,Normal,Female,Food and beverages,71.2,1,3.56,74.76,1/5/2019,Credit card,71.2,3.56,9.2
Mandalay,Member,Male,Home and lifestyle,38.81,4,7.7620000000000005,163.002,3/19/2019,Ewallet,155.24,7.7620000000000005,4.9
Yangon,Normal,Female,Fashion accessories,29.42,10,14.71,308.91,1/12/2019,Ewallet,294.2,14.71,8.9
Yangon,Normal,Male,Sports and travel,60.95,9,27.4275,575.9775,1/7/2019,Credit card,548.55,27.4275,6.0
Mandalay,Normal,Female,Sports and travel,51.54,5,12.885,270.585,1/26/2019,Cash,257.7,12.885,4.2
Yangon,Normal,Female,Electronic accessories,66.06,6,19.817999999999998,416.17800000000005,1/23/2019,Cash,396.36,19.817999999999998,7.3
Mandalay,Normal,Male,Fashion accessories,57.27,3,8.5905,180.4005,2/9/2019,Ewallet,171.81,8.5905,6.5
Mandalay,Normal,Female,Fashion accessories,54.31,9,24.4395,513.2295,2/22/2019,Cash,488.79,24.4395,8.9
Mandalay,Normal,Female,Health and beauty,58.24,9,26.208000000000002,550.368,2/5/2019,Cash,524.16,26.208000000000002,9.7
Naypyitaw,Normal,Male,Electronic accessories,22.21,6,6.662999999999999,139.923,3/7/2019,Credit card,133.26,6.662999999999999,8.6
Yangon,Member,Male,Electronic accessories,19.32,7,6.7620000000000005,142.002,3/25/2019,Cash,135.24,6.7620000000000005,6.9
Mandalay,Normal,Male,Home and lifestyle,37.48,3,5.622000000000001,118.06200000000001,1/20/2019,Credit card,112.44,5.622000000000001,7.7
Mandalay,Member,Female,Fashion accessories,72.04,2,7.204,151.284,2/4/2019,Cash,144.08,7.204,9.5
Naypyitaw,Member,Female,Food and beverages,98.52,10,49.26,1034.46,1/30/2019,Ewallet,985.2,49.26,4.5
Yangon,Member,Male,Food and beverages,41.66,6,12.498,262.45799999999997,1/2/2019,Ewallet,249.96,12.498,5.6
Yangon,Member,Female,Home and lifestyle,72.42,3,10.863,228.123,3/29/2019,Ewallet,217.26,10.863,8.2
Mandalay,Normal,Male,Electronic accessories,21.58,9,9.711,203.93099999999998,3/14/2019,Cash,194.22,9.711,7.3
Naypyitaw,Normal,Male,Food and beverages,89.2,10,44.6,936.6,2/11/2019,Credit card,892.0,44.6,4.4
Mandalay,Normal,Female,Electronic accessories,42.42,8,16.968,356.32800000000003,1/30/2019,Ewallet,339.36,16.968,5.7
Yangon,Member,Male,Electronic accessories,74.51,6,22.353,469.413,3/20/2019,Ewallet,447.06,22.353,5.0
Mandalay,Normal,Male,Fashion accessories,99.25,2,9.925,208.425,3/20/2019,Cash,198.5,9.925,9.0
Yangon,Normal,Female,Food and beverages,81.21,10,40.605,852.705,1/17/2019,Credit card,812.1,40.605,6.3
Naypyitaw,Normal,Female,Sports and travel,49.33,10,24.665,517.965,2/3/2019,Credit card,493.3,24.665,9.4
Yangon,Normal,Female,Fashion accessories,65.74,9,29.583000000000002,621.243,1/1/2019,Cash,591.66,29.583000000000002,7.7
Mandalay,Normal,Female,Fashion accessories,79.86,7,27.951,586.971,1/10/2019,Credit card,559.02,27.951,5.5
Naypyitaw,Normal,Female,Sports and travel,73.98,7,25.893,543.753,3/2/2019,Ewallet,517.86,25.893,4.1
Mandalay,Member,Female,Home and lifestyle,82.04,5,20.51,430.71,2/25/2019,Credit card,410.2,20.51,7.6
Mandalay,Member,Male,Sports and travel,26.67,10,13.335,280.035,1/29/2019,Cash,266.7,13.335,8.6
Yangon,Member,Male,Food and beverages,10.13,7,3.5455,74.4555,3/10/2019,Ewallet,70.91,3.5455,8.3
Mandalay,Normal,Male,Food and beverages,72.39,2,7.239,152.019,1/13/2019,Credit card,144.78,7.239,8.1
Yangon,Normal,Male,Sports and travel,85.91,5,21.4775,451.0275,3/22/2019,Credit card,429.55,21.4775,8.6
Mandalay,Member,Male,Fashion accessories,81.31,7,28.4585,597.6285,3/1/2019,Ewallet,569.17,28.4585,6.3
Mandalay,Normal,Male,Food and beverages,60.3,4,12.06,253.26,2/20/2019,Cash,241.2,12.06,5.8
Naypyitaw,Normal,Male,Food and beverages,31.77,4,6.354,133.434,1/14/2019,Ewallet,127.08,6.354,6.2
Yangon,Normal,Female,Health and beauty,64.27,4,12.854000000000001,269.934,3/26/2019,Cash,257.08,12.854000000000001,7.7
Mandalay,Normal,Male,Health and beauty,69.51,2,6.9510000000000005,145.971,3/1/2019,Ewallet,139.02,6.9510000000000005,8.1
Naypyitaw,Normal,Male,Food and beverages,27.22,3,4.083,85.743,1/7/2019,Cash,81.66,4.083,7.3
Yangon,Member,Female,Health and beauty,77.68,4,15.536,326.256,2/1/2019,Cash,310.72,15.536,8.4
Naypyitaw,Member,Female,Fashion accessories,92.98,2,9.298,195.25799999999998,2/13/2019,Credit card,185.96,9.298,8.0
Mandalay,Member,Female,Fashion accessories,18.08,4,3.616,75.936,1/14/2019,Credit card,72.32,3.616,9.5
Mandalay,Normal,Male,Sports and travel,63.06,3,9.459,198.639,1/19/2019,Ewallet,189.18,9.459,7.0
Yangon,Normal,Male,Health and beauty,51.71,4,10.342,217.18200000000002,3/9/2019,Credit card,206.84,10.342,9.8
Yangon,Normal,Female,Food and beverages,52.34,3,7.851,164.87099999999998,3/27/2019,Cash,157.02,7.851,9.2
Yangon,Normal,Female,Sports and travel,43.06,5,10.765,226.065,2/4/2019,Ewallet,215.3,10.765,7.7
Naypyitaw,Normal,Male,Fashion accessories,59.61,10,29.805,625.905,3/14/2019,Cash,596.1,29.805,5.3
Yangon,Normal,Male,Health and beauty,14.62,5,3.655,76.755,3/4/2019,Cash,73.1,3.655,4.4
Naypyitaw,Member,Male,Health and beauty,46.53,6,13.959000000000001,293.139,3/3/2019,Credit card,279.18,13.959000000000001,4.3
Naypyitaw,Member,Female,Home and lifestyle,24.24,7,8.484,178.16400000000002,1/27/2019,Ewallet,169.68,8.484,9.4
Yangon,Member,Female,Sports and travel,45.58,1,2.279,47.858999999999995,2/7/2019,Cash,45.58,2.279,9.8
Yangon,Member,Female,Sports and travel,75.2,3,11.28,236.88,2/5/2019,Ewallet,225.6,11.28,4.8
Mandalay,Member,Male,Sports and travel,96.8,3,14.52,304.92,3/15/2019,Cash,290.4,14.52,5.3
Mandalay,Normal,Male,Health and beauty,14.82,3,2.2230000000000003,46.683,3/1/2019,Credit card,44.46,2.2230000000000003,8.7
Yangon,Normal,Male,Food and beverages,52.2,3,7.83,164.43,2/15/2019,Credit card,156.6,7.83,9.5
Naypyitaw,Normal,Female,Sports and travel,46.66,9,20.997,440.93699999999995,2/17/2019,Ewallet,419.94,20.997,5.3
Naypyitaw,Normal,Female,Fashion accessories,36.85,5,9.2125,193.4625,1/26/2019,Cash,184.25,9.2125,9.2
Yangon,Member,Female,Home and lifestyle,70.32,2,7.032,147.672,3/24/2019,Ewallet,140.64,7.032,9.6
Naypyitaw,Normal,Male,Electronic accessories,83.08,1,4.154,87.234,1/23/2019,Ewallet,83.08,4.154,6.4
Naypyitaw,Normal,Female,Fashion accessories,64.99,1,3.2495,68.2395,1/26/2019,Credit card,64.99,3.2495,4.5
Naypyitaw,Normal,Male,Food and beverages,77.56,10,38.78,814.38,3/14/2019,Ewallet,775.6,38.78,6.9
Mandalay,Normal,Female,Sports and travel,54.51,6,16.352999999999998,343.413,3/17/2019,Ewallet,327.06,16.352999999999998,7.8
Naypyitaw,Member,Female,Fashion accessories,51.89,7,18.1615,381.3915,1/8/2019,Cash,363.23,18.1615,4.5
Mandalay,Normal,Male,Home and lifestyle,31.75,4,6.35,133.35,2/8/2019,Cash,127.0,6.35,8.6
Yangon,Member,Female,Fashion accessories,53.65,7,18.7775,394.3275,2/10/2019,Ewallet,375.55,18.7775,5.2
Naypyitaw,Member,Female,Food and beverages,49.79,4,9.958,209.118,3/28/2019,Credit card,199.16,9.958,6.4
Yangon,Normal,Male,Fashion accessories,30.61,1,1.5305,32.1405,1/23/2019,Ewallet,30.61,1.5305,5.2
Mandalay,Member,Male,Food and beverages,57.89,2,5.789,121.569,1/17/2019,Ewallet,115.78,5.789,8.9
Yangon,Normal,Female,Electronic accessories,28.96,1,1.4480000000000002,30.408,2/7/2019,Credit card,28.96,1.4480000000000002,6.2
Naypyitaw,Member,Female,Food and beverages,98.97,9,44.5365,935.2665,3/9/2019,Cash,890.73,44.5365,6.7
Mandalay,Member,Male,Fashion accessories,93.22,3,13.982999999999999,293.643,1/24/2019,Cash,279.66,13.982999999999999,7.2
Naypyitaw,Member,Male,Sports and travel,80.93,1,4.0465,84.9765,1/19/2019,Credit card,80.93,4.0465,9.0
Yangon,Member,Male,Food and beverages,67.45,10,33.725,708.225,2/3/2019,Ewallet,674.5,33.725,4.2
Yangon,Member,Female,Sports and travel,38.72,9,17.424,365.904,3/20/2019,Ewallet,348.48,17.424,4.2
Mandalay,Member,Male,Sports and travel,72.6,6,21.78,457.38,1/13/2019,Cash,435.6,21.78,6.9
Naypyitaw,Member,Male,Electronic accessories,87.91,5,21.9775,461.5275,3/14/2019,Ewallet,439.55,21.9775,4.4
Yangon,Member,Male,Food and beverages,98.53,6,29.559,620.739,1/23/2019,Credit card,591.18,29.559,4.0
Naypyitaw,Member,Female,Fashion accessories,43.46,6,13.038,273.798,2/7/2019,Ewallet,260.76,13.038,8.5
Yangon,Normal,Female,Food and beverages,71.68,3,10.752,225.792,3/28/2019,Credit card,215.04,10.752,9.2
Yangon,Member,Female,Food and beverages,91.61,1,4.5805,96.1905,3/20/2019,Cash,91.61,4.5805,9.8
Mandalay,Member,Female,Home and lifestyle,94.59,7,33.1065,695.2365,1/17/2019,Credit card,662.13,33.1065,4.9
Mandalay,Normal,Female,Fashion accessories,83.25,10,41.625,874.125,1/12/2019,Credit card,832.5,41.625,4.4
Mandalay,Member,Male,Fashion accessories,91.35,1,4.5675,95.9175,2/16/2019,Cash,91.35,4.5675,6.8
Mandalay,Member,Female,Food and beverages,78.88,2,7.888,165.648,1/26/2019,Cash,157.76,7.888,9.1
Yangon,Normal,Male,Sports and travel,60.87,2,6.087000000000001,127.82700000000001,3/9/2019,Ewallet,121.74,6.087000000000001,8.7
Mandalay,Member,Male,Health and beauty,82.58,10,41.29,867.09,3/14/2019,Cash,825.8,41.29,5.0
Yangon,Member,Male,Home and lifestyle,53.3,3,7.995,167.895,1/25/2019,Ewallet,159.9,7.995,7.5
Yangon,Normal,Female,Fashion accessories,12.09,1,0.6045,12.6945,1/26/2019,Credit card,12.09,0.6045,8.2
Yangon,Normal,Male,Sports and travel,64.19,10,32.095,673.995,1/19/2019,Credit card,641.9,32.095,6.7
Yangon,Normal,Male,Electronic accessories,78.31,3,11.7465,246.6765,3/5/2019,Ewallet,234.93,11.7465,5.4
Yangon,Member,Male,Food and beverages,83.77,2,8.377,175.917,1/15/2019,Credit card,167.54,8.377,7.0
Mandalay,Normal,Male,Home and lifestyle,99.7,3,14.955,314.055,3/18/2019,Ewallet,299.1,14.955,4.7
Mandalay,Member,Male,Food and beverages,79.91,3,11.9865,251.7165,3/20/2019,Credit card,239.73,11.9865,5.0
Mandalay,Member,Male,Health and beauty,66.47,10,33.235,697.935,1/15/2019,Credit card,664.7,33.235,5.0
Yangon,Normal,Male,Health and beauty,28.95,7,10.1325,212.7825,3/3/2019,Credit card,202.65,10.1325,6.0
Naypyitaw,Normal,Female,Electronic accessories,46.2,1,2.31,48.51,3/19/2019,Cash,46.2,2.31,6.3
Mandalay,Member,Female,Food and beverages,17.63,5,4.4075,92.5575,3/8/2019,Cash,88.15,4.4075,8.5
Mandalay,Normal,Male,Fashion accessories,52.42,3,7.8629999999999995,165.123,2/27/2019,Ewallet,157.26,7.8629999999999995,7.5
Mandalay,Member,Female,Food and beverages,98.79,3,14.8185,311.1885,2/23/2019,Ewallet,296.37,14.8185,6.4
Naypyitaw,Member,Female,Electronic accessories,88.55,8,35.42,743.82,3/19/2019,Ewallet,708.4,35.42,4.7
Mandalay,Member,Male,Electronic accessories,55.67,2,5.567,116.90700000000001,3/27/2019,Ewallet,111.34,5.567,6.0
Naypyitaw,Member,Female,Food and beverages,72.52,8,29.008000000000003,609.168,3/30/2019,Credit card,580.16,29.008000000000003,4.0
Naypyitaw,Member,Male,Electronic accessories,12.05,5,3.0125,63.2625,2/16/2019,Ewallet,60.25,3.0125,5.5
Yangon,Member,Male,Home and lifestyle,19.36,9,8.712,182.952,1/18/2019,Ewallet,174.24,8.712,8.7
Naypyitaw,Normal,Male,Health and beauty,70.21,6,21.063000000000002,442.32300000000004,3/30/2019,Cash,421.26,21.063000000000002,7.4
Mandalay,Member,Male,Fashion accessories,33.63,1,1.6815,35.3115,3/20/2019,Cash,33.63,1.6815,5.6
Naypyitaw,Member,Female,Sports and travel,15.49,2,1.5490000000000002,32.529,1/16/2019,Cash,30.98,1.5490000000000002,6.3
Naypyitaw,Normal,Male,Electronic accessories,24.74,10,12.37,259.77,2/24/2019,Cash,247.4,12.37,7.1
Mandalay,Normal,Male,Electronic accessories,75.66,5,18.915,397.215,1/15/2019,Ewallet,378.3,18.915,7.8
Mandalay,Normal,Female,Health and beauty,55.81,6,16.743,351.603,1/22/2019,Cash,334.86,16.743,9.9
Yangon,Member,Male,Home and lifestyle,72.78,10,36.39,764.19,2/3/2019,Cash,727.8,36.39,7.3
Mandalay,Member,Male,Sports and travel,37.32,9,16.794,352.67400000000004,3/6/2019,Ewallet,335.88,16.794,5.1
Mandalay,Member,Male,Fashion accessories,60.18,4,12.036,252.75599999999997,2/16/2019,Credit card,240.72,12.036,9.4
Yangon,Normal,Female,Electronic accessories,15.69,3,2.3535,49.4235,3/14/2019,Credit card,47.07,2.3535,5.8
Naypyitaw,Normal,Female,Electronic accessories,99.69,1,4.9845,104.6745,2/27/2019,Credit card,99.69,4.9845,8.0
Yangon,Member,Female,Fashion accessories,88.15,3,13.2225,277.6725,1/18/2019,Ewallet,264.45,13.2225,7.9
Yangon,Member,Female,Sports and travel,27.93,5,6.9825,146.6325,1/29/2019,Cash,139.65,6.9825,5.9
Yangon,Member,Male,Fashion accessories,55.45,1,2.7725,58.2225,2/26/2019,Credit card,55.45,2.7725,4.9
Mandalay,Normal,Female,Sports and travel,42.97,3,6.4455,135.3555,2/3/2019,Cash,128.91,6.4455,9.3
Naypyitaw,Member,Male,Sports and travel,17.14,7,5.999,125.979,1/16/2019,Credit card,119.98,5.999,7.9
Mandalay,Member,Female,Fashion accessories,58.75,6,17.625,370.125,3/24/2019,Credit card,352.5,17.625,5.9
Naypyitaw,Member,Female,Food and beverages,87.1,10,43.55,914.55,2/12/2019,Credit card,871.0,43.55,9.9
Naypyitaw,Normal,Female,Sports and travel,98.8,2,9.88,207.48,2/21/2019,Cash,197.6,9.88,7.7
Yangon,Normal,Female,Fashion accessories,48.63,4,9.726,204.24599999999998,2/4/2019,Ewallet,194.52,9.726,7.6
Mandalay,Member,Male,Food and beverages,57.74,3,8.661,181.88099999999997,2/20/2019,Ewallet,173.22,8.661,7.7
Mandalay,Normal,Female,Health and beauty,17.97,4,3.594,75.47399999999999,2/23/2019,Ewallet,71.88,3.594,6.4
Naypyitaw,Member,Female,Health and beauty,47.71,6,14.312999999999999,300.573,2/16/2019,Ewallet,286.26,14.312999999999999,4.4
Mandalay,Normal,Female,Sports and travel,40.62,2,4.062,85.302,1/17/2019,Credit card,81.24,4.062,4.1
Yangon,Member,Male,Fashion accessories,56.04,10,28.02,588.42,1/14/2019,Ewallet,560.4,28.02,4.4
Mandalay,Member,Male,Food and beverages,93.4,2,9.34,196.14,3/30/2019,Cash,186.8,9.34,5.5
Mandalay,Normal,Female,Health and beauty,73.41,3,11.0115,231.2415,3/2/2019,Ewallet,220.23,11.0115,4.0
Naypyitaw,Normal,Male,Health and beauty,33.64,8,13.456,282.57599999999996,2/15/2019,Credit card,269.12,13.456,9.3
Yangon,Normal,Female,Electronic accessories,45.48,10,22.74,477.54,3/1/2019,Credit card,454.8,22.74,4.8
Mandalay,Member,Male,Fashion accessories,83.77,2,8.377,175.917,2/24/2019,Cash,167.54,8.377,4.6
Mandalay,Member,Female,Sports and travel,64.08,7,22.428,470.98800000000006,2/19/2019,Credit card,448.56,22.428,7.3
Yangon,Member,Female,Food and beverages,73.47,4,14.694,308.574,2/23/2019,Cash,293.88,14.694,6.0
Naypyitaw,Normal,Male,Health and beauty,58.95,10,29.475,618.975,2/7/2019,Ewallet,589.5,29.475,8.1
Yangon,Member,Male,Food and beverages,48.5,6,14.55,305.55,1/11/2019,Ewallet,291.0,14.55,9.4
Mandalay,Member,Female,Electronic accessories,39.48,1,1.974,41.45399999999999,2/12/2019,Cash,39.48,1.974,6.5
Mandalay,Normal,Female,Sports and travel,34.81,1,1.7405,36.5505,1/14/2019,Credit card,34.81,1.7405,7.0
Naypyitaw,Normal,Female,Fashion accessories,49.32,6,14.796,310.716,1/9/2019,Ewallet,295.92,14.796,7.1
Yangon,Member,Male,Fashion accessories,21.48,2,2.148,45.108000000000004,2/27/2019,Ewallet,42.96,2.148,6.6
